Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,User CTCSS,Tx Power,Skip,Step,Clock Shift,Comment
463,439.98750,434.98750,5.00 MHz,Minus,FM,5.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
464,438.82500,431.82500,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
465,438.83750,431.83750,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
466,438.85000,431.85000,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
467,438.86250,431.86250,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
468,438.87500,431.87500,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
469,438.88750,431.88750,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
470,438.90000,431.90000,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
471,438.91250,431.91250,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
472,438.92500,431.92500,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
473,438.93750,431.93750,7.00 MHz,Minus,FM,7.0Split,Small,Tone,91.5 Hz,023,1500 Hz,High,Off,12.5 kHz,Off,
498,146.50000,146.50000, ,Simplex,FM,CALL 2,Large,None,91.5 Hz,023,1500 Hz,High,Select,5 kHz,Off,
499,439.00000,439.00000, ,Simplex,FM,CALL 70,Large,None,91.5 Hz,023,1500 Hz,High,Select,5 kHz,Off,
500,145.17500,145.17500, ,Simplex,FM,APRS,Large,None,91.5 Hz,023,1500 Hz,High,Off,5 kHz,Off,
